Sku,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,unit cost,lead-time,retail_price,quantity_on_hand
KR202-5739,1865,2344,2565,3110,3097,1886,2050,2785,1471,3053,1629,2755,1844,3,7564,1718
KR202-5740,3116,1500,1681,768,1706,2768,757,2802,3001,3092,1474,3987,1891,2,12418,1765
KR202-5741,1868,827,2189,1320,2370,2748,1099,2230,2056,2294,2894,1342,876,2,7947,855
KR202-5742,752,696,3442,2050,2182,3521,2915,1063,1743,3882,2148,708,1418,4,12330,839
KR202-5743,2458,1680,854,2891,663,3701,2732,1474,530,2391,1185,1870,1338,4,13321,1561
KR202-5744,2404,1089,1846,3946,2477,2833,1063,1359,3181,553,3511,1151,1013,3,1553,1748
KR202-5745,2214,1675,2276,2705,2590,966,1227,2623,3202,501,3812,1090,1901,2,9222,953
KR202-5746,3696,1448,3356,2659,3666,2471,3280,1104,2288,2330,3425,2078,1690,4,9351,871
KR202-5747,1977,553,3283,3937,3854,3786,700,2873,2460,2081,2344,1907,1816,5,13065,1580
KR202-5748,1364,2403,1258,2377,3936,3643,3345,857,1768,1054,871,2499,1842,4,13078,725
KR202-5749,1601,3416,1165,1131,1102,1414,2892,2387,2190,503,1528,3885,1401,1,13273,464
KR202-5750,712,3556,910,3864,2548,1987,3885,1729,555,1743,1094,1361,1805,5,13765,1123
KR202-5751,584,1733,1546,1358,1531,3330,2488,1009,3827,2368,596,870,1942,5,8841,1731
KR202-5752,1680,1293,1433,1912,989,2686,739,2543,2608,3463,3185,2829,1431,5,4959,2005
KR202-5753,2011,1793,937,2447,2408,703,3632,3915,1035,3621,2784,602,1799,3,3549,1947
KR202-5754,823,1358,614,2249,1317,2756,1232,1434,2994,3686,1618,2259,1512,4,11127,986
KR202-5755,2508,3692,2802,1881,2133,1862,2584,1578,762,3196,2001,858,541,4,7509,881
KR202-5756,1296,3536,1954,3452,2967,2945,3663,2716,1223,3377,3192,3325,1187,1,12505,896
KR202-5757,1960,3371,3864,3147,3365,2584,3659,2888,962,2395,2346,2766,885,4,5812,2266
KR202-5758,1445,3977,2110,1624,3080,3720,667,1870,639,1695,854,540,648,2,8318,1589
KR202-5759,1933,2984,2203,2147,518,1081,2887,1307,916,845,3035,3007,694,2,5674,767
KR202-5760,1096,2702,1175,3200,2247,507,527,3992,505,1570,3228,611,1143,3,2179,1753
KR202-5761,3909,834,2646,2397,1805,1235,3590,1294,3553,1416,594,3481,739,4,3522,1556
KR202-5762,3155,1413,2215,3575,3512,3992,2154,2228,2831,3553,2538,2434,939,5,7516,1067
KR202-5763,1272,2395,3552,2305,3912,753,3459,3568,1408,1203,2963,3206,1605,1,3214,2493
KR202-5764,2655,3849,3516,2012,3344,2142,3461,1803,1768,2314,2337,1750,1266,2,8243,1900
KR202-5765,1192,3987,524,3994,3977,1630,774,2444,3034,2088,3084,1619,1634,2,11364,1918
KR202-5766,1013,758,3240,3935,1607,2978,2497,2208,1648,1586,2780,2427,1106,3,7171,1521
KR202-5767,1533,1415,3784,2904,1477,2980,1255,3222,2692,3432,3284,2184,991,5,3399,2757
KR202-5768,798,2466,3015,3606,3149,2389,3180,2653,3065,1197,3598,824,1844,4,13838,1003
KR202-5769,740,2788,1281,1804,686,1525,2123,2688,3150,2694,2113,3438,1311,1,7674,2007
KR202-5770,645,2508,1813,1828,2521,3158,2110,2120,2081,2592,3928,1233,1779,2,1982,1925
KR202-5771,1158,2022,2267,3414,1396,3903,3723,1208,2411,648,2693,1331,1411,3,4366,662
KR202-5772,511,2446,1592,1671,2730,2903,1546,2193,2283,2834,2239,2301,804,2,3407,685
KR202-5773,2167,2800,3776,1321,1061,2064,3971,1840,1410,1401,2679,3921,1471,3,4206,1065
KR202-5774,1135,3929,1004,1040,2745,1035,1143,3889,2486,1873,3190,2884,936,5,3751,1976
KR202-5775,603,3512,2749,1674,1236,3057,2967,3683,2224,500,978,2864,1844,3,7948,655
KR202-5776,1012,955,2305,3725,1976,2793,1276,2266,1076,2645,3373,1053,772,5,4152,1832
KR202-5777,3311,1925,3396,1116,2993,520,3545,1763,3723,2533,1936,2653,1585,3,4870,2694
KR202-5778,3422,3162,3482,757,2777,3586,1063,832,2482,2541,3943,3427,1198,4,7211,1858
KR202-5779,1855,1858,3444,3885,2323,3332,3575,3388,2196,3154,2628,2113,1697,2,10266,863
KR202-5780,3547,925,802,2579,1899,556,2611,2165,2699,3087,3666,587,1422,4,7774,954
KR202-5781,2036,581,2370,2614,2947,3867,3224,3758,2281,3960,3677,3773,1028,1,5423,1913
KR202-5782,2848,2140,2889,3411,3212,3564,2631,1719,980,3517,2188,3631,1427,1,9442,757
KR202-5783,3342,3845,665,1366,3464,2100,558,3954,3808,3766,3117,2944,1828,1,8153,556
KR202-5784,1552,789,2820,1795,1231,518,1766,778,1856,3327,1187,1317,1392,3,7263,358
KR202-5785,2465,2915,3157,3296,787,2052,930,1172,2787,2169,1864,3431,703,1,12601,1569
KR202-5786,567,2803,696,3278,2542,3480,2943,3816,3712,3403,2526,2978,700,3,11227,1262
KR202-5787,1174,1947,1074,2434,2782,2178,3448,3082,2022,714,1034,3162,1845,3,14476,1570
KR202-5788,712,3542,553,1595,886,3406,739,1868,3200,895,3778,1064,1447,2,7065,412
KR202-5789,3971,757,970,3220,2322,3522,1905,1912,1301,1866,2323,1713,1155,4,11258,1194
KR202-5790,2141,1704,909,3447,3143,1881,1067,1530,3386,2305,2488,3646,1781,2,9956,1600
KR202-5791,2959,1199,2620,602,3700,1586,641,2869,2474,1127,3786,2056,1045,5,10246,542
KR202-5792,3959,1401,1010,1611,1957,516,806,2546,2453,945,1849,2522,601,4,5191,800
KR202-5793,2529,3351,2432,3549,1468,3354,1795,3751,3223,2340,2820,3558,1136,4,7268,2828
KR202-5794,2736,3432,829,929,3772,1639,3164,962,3127,3502,3867,880,1830,4,8561,2275
KR202-5795,995,1431,1642,1592,613,765,1856,2088,3001,1545,1687,873,764,2,4462,860
KR202-5796,3205,1533,1902,3548,1509,2047,1062,2839,1974,3566,994,2536,503,1,6221,2117
KR202-5797,1128,640,3336,748,2242,1639,2273,794,2555,3101,1523,3353,686,5,13356,2079
KR202-5798,1496,1720,1343,1319,1569,2692,3664,1640,1070,1021,2567,1981,1334,2,12108,796
KR202-5799,3567,1377,3992,1058,1027,624,3295,3368,1359,3992,2742,3500,658,1,2352,1151
KR202-5800,2205,718,1921,3638,2160,3499,1053,2925,2508,3363,3222,2536,1867,1,8482,1319
KR202-5801,953,757,2750,536,1347,771,3696,2751,3381,3577,2851,525,788,4,10613,1875
KR202-5802,1647,2148,3446,3701,1950,1012,1232,2240,1990,3188,2886,1018,1153,5,7652,1413
KR202-5803,1340,1921,1062,2994,2404,736,675,1118,534,3512,3388,3125,679,5,13900,1916
KR202-5804,2959,2636,3862,1387,2246,1194,2991,951,2424,1385,2523,3575,1149,2,9081,2081
KR202-5805,1375,640,3004,2050,635,2278,767,3167,1076,2810,1838,1795,652,2,6789,1207
KR202-5806,602,1992,1421,1749,2205,1282,3800,2698,2883,1178,2200,3732,1612,1,3271,2238
KR202-5807,1502,3118,2859,3297,1802,2757,3179,1301,3077,1140,2606,3799,989,5,11367,1259
KR202-5808,2311,1015,1345,824,769,3351,2149,961,2273,921,2794,546,844,2,12428,1027
KR202-5809,2279,2179,1159,995,1679,2655,1484,2096,1116,2806,1105,859,1065,4,10339,1377
KR202-5810,3482,3341,3078,3727,2505,1857,1070,1625,3515,3329,1874,1572,578,5,9890,697
KR202-5811,3401,2030,2400,3653,3240,785,2032,1822,1923,2041,2493,647,1919,5,8334,1276
KR202-5812,2017,3676,1826,1266,3267,3540,3339,2706,3242,3439,2788,2108,1430,5,10734,1893
KR202-5813,3047,2371,1297,3749,2368,2855,2111,2129,2220,3765,3344,1582,1896,4,14604,1587
KR202-5814,2970,571,3963,789,2410,1965,2385,3497,2982,2888,1931,3024,619,5,10775,1874
KR202-5815,1605,1272,586,3150,926,3006,2241,2480,2431,3884,1041,2151,1450,1,14934,1184
KR202-5816,795,622,2412,2237,3300,987,1933,858,2854,3008,2135,506,1447,2,12201,1075
KR202-5817,1826,2517,987,3994,3701,728,3351,3991,2375,1259,1014,2583,960,1,3588,1080
KR202-5818,1247,2538,3206,1218,2612,2733,1969,2473,3574,2466,2011,3999,554,3,13571,1378
KR202-5819,3700,3083,3182,1284,757,1434,3177,3888,912,2933,2423,858,860,2,2584,2426
KR202-5820,3531,2441,3214,875,1684,2889,1233,2761,2101,3173,2879,1230,804,2,9550,1743
KR202-5821,3822,2198,3602,1526,3694,3353,959,3781,1220,3351,3132,3644,1323,3,6675,693
KR202-5822,765,998,1041,1733,1882,1095,1540,612,3582,1396,503,3374,992,5,3728,318
KR202-5823,1693,3288,2082,3452,3420,2448,2712,2316,3241,1726,2754,921,518,2,6697,2302
KR202-5824,3376,935,3527,2444,671,3704,2783,2832,3897,2822,1803,607,1635,2,14411,2637
KR202-5825,746,3355,2357,2940,2560,3325,1235,2222,3263,3773,691,1320,1141,3,10976,1010
KR202-5826,3297,1319,869,655,2464,678,2646,3264,1779,3867,1935,2232,1216,2,12346,869
KR202-5827,1759,1524,1934,3933,2404,2836,1290,709,1161,560,978,3884,1499,1,13769,1166
KR202-5828,3003,3851,2856,2435,3716,3216,2391,3522,3417,2232,2783,3329,1350,2,14798,2432
KR202-5829,3129,760,3651,2479,2309,3278,2564,3940,1894,787,1940,702,1966,5,9886,2500
KR202-5830,767,1222,3335,2515,2089,742,3848,3471,3609,2914,2471,2316,1114,2,5687,1407
KR202-5831,2373,1248,3812,942,1799,1286,2590,857,606,2980,1574,626,1200,2,9832,1724
KR202-5832,3084,1965,836,3640,1336,1080,3103,2473,3067,1186,2818,3566,546,3,2626,641
KR202-5833,3319,2405,2617,3738,3952,1142,1690,1880,3956,2389,2033,3539,740,3,9705,1884
KR202-5834,537,2771,2774,2904,1393,3156,2138,2455,2792,2013,3137,3685,1405,3,9625,2542
KR202-5835,3239,2712,2117,971,2256,2528,760,1567,1247,2960,3136,2454,951,2,1156,1215
KR202-5836,808,3720,2639,2186,1596,2571,3042,2658,3332,2311,1379,501,1384,5,3034,516
KR202-5837,3327,3090,3932,3061,1103,3984,3382,1642,1307,3370,2398,664,1258,3,14198,2827
KR202-5838,1550,2987,2943,2046,792,2481,1775,752,2417,755,3030,2226,1282,4,11646,1870
KR202-5839,811,1395,3506,1870,2489,850,3745,3016,3182,1636,1588,3687,656,1,14335,1725
KR202-5840,3082,3865,1608,1021,1540,2104,1427,576,2312,2023,2369,1479,778,5,3247,642
KR202-5841,1274,3828,3861,920,3603,1290,3854,1759,3041,1323,3486,554,1736,2,5699,1358
KR202-5842,3565,2759,2504,2714,3832,3995,3426,2073,2501,2053,1240,3282,555,5,14134,2105
KR202-5843,2204,2468,1296,1702,3375,3828,1017,3744,1840,582,3884,3946,1311,3,5016,896
KR202-5844,770,1075,855,3033,1175,3009,1649,2217,3736,645,1327,2330,699,4,2503,1463
KR202-5845,1150,2347,965,1563,1458,1591,2891,1041,2484,2232,1809,2485,1559,5,3939,367
KR202-5846,1939,3017,2488,3799,3398,1814,1516,3398,1806,2841,1361,3473,1916,4,9018,641
KR202-5847,2275,2199,3376,1511,789,1562,2126,2194,3056,3153,1945,3147,1027,3,8562,815
KR202-5848,2579,2947,656,1989,2166,1728,1723,1745,1048,3244,1311,2570,570,2,6976,494
KR202-5849,747,1178,3577,3671,2426,2780,3982,3240,738,2578,3007,2334,884,1,9177,1637
KR202-5850,3274,3625,3438,2286,1713,1626,1546,3031,3517,2438,3395,1619,1022,5,1774,1887
KR202-5851,3348,1274,2564,2937,3948,2244,659,2505,2666,2072,761,1480,530,3,13508,1566
KR202-5852,2505,2866,2956,1965,1639,1559,723,1538,967,3913,663,3001,1587,1,14986,1329
KR202-5853,1877,2990,3885,1354,3218,2692,1345,773,2766,982,3544,3149,1936,1,11555,1374
KR202-5854,2289,2770,1646,1457,1381,2886,3546,2677,2808,605,1909,3641,1640,4,8722,910
KR202-5855,2717,3149,2063,1796,3719,3571,1311,3392,3798,3225,3689,2286,1820,2,8442,1619
KR202-5856,599,3865,1581,3631,1943,1935,675,1607,1652,3009,3749,2180,1076,3,7731,993
KR202-5857,1463,1566,1396,835,1799,2008,1084,3174,3182,3473,855,3445,1585,2,5679,977
KR202-5858,1552,2839,3295,3097,2745,1053,2809,1868,1349,808,3569,3064,1832,3,4507,479
KR202-5859,2705,3244,1660,1196,3464,3957,2271,3761,3380,1806,936,3830,1949,2,14598,2033
KR202-5860,1521,3777,2201,2515,3110,2609,3294,3320,3048,3764,3871,3100,877,4,6689,1514
KR202-5861,3168,1692,2957,1574,1260,1653,2435,1338,2733,2163,944,2162,1231,1,4250,1670
KR202-5862,2546,2519,3018,1979,3761,2223,3789,1418,812,3745,2085,1053,1276,2,2804,2178
KR202-5863,1203,2019,1141,1482,595,2674,784,1369,1008,720,990,1184,697,2,10611,533
KR202-5864,1054,2626,1231,558,2972,3519,3207,3394,1675,903,1623,3982,1824,3,11203,1238
KR202-5865,3830,2444,2583,2367,1648,3833,1140,3973,3902,1784,2208,863,1179,4,14537,939
KR202-5866,1446,1149,1554,2474,1655,2382,2871,1939,1339,1466,2906,1070,863,1,9984,1077
KR202-5867,702,1420,2629,3156,2370,3443,3842,3367,1042,2716,1846,1571,1634,1,10778,2329
KR202-5868,1418,2872,2390,3082,2974,2788,604,947,3337,903,3166,3688,1842,1,8451,1272
KR202-5869,1471,1182,1193,2750,3280,1400,1381,1486,2737,1304,3222,3256,1571,5,11214,2090
KR202-5870,3487,539,2092,1001,2456,3339,2204,2079,3876,2047,1281,3283,534,2,1277,879
KR202-5871,1574,3666,2428,2615,3108,3008,2535,2828,2590,578,1113,996,1794,5,7040,1860
KR202-5872,2207,1690,602,1861,1494,3913,3047,3005,1976,2813,2915,2271,1980,2,5854,997
KR202-5873,2952,1127,2834,1888,3012,3464,1704,1958,3782,2579,1984,1770,1447,1,7490,2460
KR202-5874,2007,2086,1843,1394,3414,2862,593,1261,2026,1517,1151,3972,1163,2,9771,815
KR202-5875,3821,3535,3798,3450,3587,2177,1570,1920,1320,2086,2455,2217,694,1,2482,1227
KR202-5876,1595,2028,3721,1062,1974,3764,2480,1513,1057,2088,2057,1465,1941,4,3650,824
KR202-5877,3032,3962,2814,2088,3190,3897,1526,1420,1092,536,573,2634,889,4,1836,2026
KR202-5878,2700,2308,1803,726,1164,961,569,3859,803,2110,2029,3651,589,2,3991,783
KR202-5879,3006,3528,624,3924,1035,1460,1059,3047,3601,2386,3580,3431,1526,2,9788,1368
KR202-5880,3192,1402,2008,1857,3436,551,3456,2357,1795,1010,2375,2215,760,1,4680,1520
KR202-5881,1183,3440,2358,879,1848,2208,2732,3340,2721,3029,1955,1231,1804,1,7274,878
KR202-5882,2963,1106,1781,2067,3614,828,798,2917,2925,1322,3929,3798,1744,4,3271,802
KR202-5883,3492,1238,2212,2637,970,3724,2724,1120,633,3180,2634,2001,870,4,1964,1870
KR202-5884,1150,1095,3526,3572,1564,1701,3013,2843,3256,2528,3585,3142,1727,5,12073,1368
KR202-5885,3541,2168,1377,547,2372,549,840,542,1273,2319,3208,2619,1228,4,9024,1711
KR202-5886,2023,3557,1377,1218,768,2707,3749,2952,776,3569,1140,2848,1034,2,1972,1397
KR202-5887,868,519,2496,503,2688,965,525,2739,1406,3344,2444,660,1835,5,4175,1703
KR202-5888,3409,2075,2615,3467,821,1235,651,2213,580,3191,3927,1429,1304,4,8521,841
KR202-5889,2470,3465,1762,2257,2508,2674,1711,1788,1729,791,555,3403,841,3,8489,1349
KR202-5890,3301,3287,2195,3132,3305,2975,765,2636,3636,924,2193,1393,1680,2,7353,2190
KR202-5891,1767,2763,715,2927,875,3476,2998,2105,706,2973,1996,549,1735,3,14969,1097
KR202-5892,1628,3545,3552,564,1486,2516,2352,3743,687,704,1774,1181,1573,2,10094,745
KR202-5893,2633,3350,1962,3366,3611,2824,1139,1979,1784,3394,1298,1103,874,5,2700,1922
KR202-5894,2918,2439,3680,2918,1818,3996,3722,1434,3822,541,3112,2580,1568,2,13295,2716
KR202-5895,2818,2410,3826,801,2275,2229,2771,609,1236,1354,3521,581,745,4,3737,492
KR202-5896,2851,1005,1885,3824,1285,2881,1699,1955,1640,2764,2445,2115,1948,4,4538,2158
KR202-5897,1195,3754,2480,1674,1108,2412,3922,1031,2122,1569,3105,656,950,1,3428,1137
KR202-5898,1573,1095,2979,855,1638,1550,1683,2109,3071,2960,750,875,1755,5,3597,956
KR202-5899,1480,1167,2487,3047,521,2876,3826,1654,2146,3982,767,841,593,1,1350,2206
KR202-5900,974,2292,2155,2918,2157,1558,1272,2413,2107,706,3029,2913,1215,5,14731,1132
KR202-5901,2360,2151,2463,1322,3891,3642,2001,2515,1514,1391,806,1654,1649,1,9374,1477
KR202-5902,1390,2717,1157,2507,1363,3726,2464,1727,719,3178,2541,1186,1996,2,11405,2163
KR202-5903,3392,2900,2311,1805,3932,2625,2609,1680,2653,570,2475,1814,1679,1,10774,537
KR202-5904,3600,2542,2501,3651,3822,2347,3244,2849,1016,2696,764,3191,1223,2,9593,2173
KR202-5905,3693,3225,3618,1671,1341,2800,538,885,759,2275,994,2904,1132,2,12473,1317
KR202-5906,1682,1792,3512,1678,1302,3498,1192,1822,1232,1075,3184,2134,1486,1,10221,1185
KR202-5907,1152,2852,1282,1370,3743,2563,1676,2752,3263,2082,2831,3359,1229,2,4941,2343
KR202-5908,3889,3540,3998,1004,2454,2591,643,527,917,3527,2449,2115,1407,2,10917,1124
KR202-5909,3964,2192,1710,3554,3795,1544,2486,936,2455,572,3292,3760,1918,3,12208,2467
KR202-5910,2293,2047,3508,2817,3183,1266,2752,1819,1588,3706,2846,3985,830,2,8309,1691
KR202-5911,1502,3617,795,2315,2348,2678,863,3398,2076,2905,2826,2700,671,1,2042,916
KR202-5912,3412,522,3982,970,2344,759,1656,867,1358,1779,2925,2815,1418,2,5297,2060
KR202-5913,3474,2412,1142,3193,856,758,845,2591,1583,2095,3094,3533,882,1,5891,1042
KR202-5914,907,1839,1669,1382,2124,1668,1997,2947,616,858,3254,3148,1372,4,4013,1026
KR202-5915,1620,1389,2723,3535,2207,612,2644,3430,3988,3661,1256,3914,993,2,6123,2480
KR202-5916,3084,2104,1162,2924,2319,707,1607,2438,1525,3682,3752,3570,778,2,9483,918
KR202-5917,2571,2415,1025,2251,2341,1723,2332,1325,3940,671,2244,1512,1288,5,5563,1124
KR202-5918,2994,3664,3635,3947,875,3354,1419,3371,2250,2254,2694,3658,1968,5,9982,1526
KR202-5919,3863,2357,2431,1364,3079,1383,1995,2650,2936,1232,1690,1932,1992,3,2655,838
KR202-5920,2416,2652,3157,1086,2164,3213,2283,2515,2163,1940,3846,2030,1381,4,11576,2621
KR202-5921,1726,1532,2238,524,1673,599,1057,3637,550,639,3260,2423,831,3,8989,1731
KR202-5922,3837,1629,1459,1485,1428,1625,2213,990,645,3553,2112,2169,729,1,3287,758
KR202-5923,2321,2789,1408,2634,1714,2992,3176,3192,3905,545,1367,1945,1304,3,7719,2007
KR202-5924,1944,2510,2914,2695,1934,2402,1213,1332,2361,1237,3759,2263,954,1,5098,2350
KR202-5925,2160,3408,837,2792,2391,2439,2565,3752,2118,1120,2995,1784,1650,3,5177,1219
KR202-5926,3406,3619,1121,3103,579,2065,2115,2175,1565,665,3767,1148,1377,5,3057,974
KR202-5927,2403,1345,690,3042,1108,1445,3842,1253,3961,2263,3467,3541,631,2,2669,1445
KR202-5928,1971,3444,3480,3729,3575,1439,1124,3230,3152,1936,1132,3411,1381,1,9530,725
KR202-5929,1435,1593,3435,2721,1074,3934,2483,2489,3610,1437,2700,3013,1572,2,13691,1482
KR202-5930,3288,1996,2462,1783,1598,2169,1754,923,3292,1782,1221,2318,1208,4,11129,451
KR202-5931,1974,3727,3975,2303,1762,772,3216,784,2109,2982,1876,1238,1269,2,5207,1429
KR202-5932,1035,1756,2272,2333,3526,553,817,620,3839,2873,1339,3430,1047,4,7991,1837
KR202-5933,1446,3640,3570,3030,1236,3347,2474,1584,1765,1022,3334,3742,1174,5,7945,1879
KR202-5934,3769,3156,3649,3859,1547,1035,3582,2247,2585,2784,1449,968,1623,2,11528,2558
KR202-5935,1397,1447,3305,1413,3174,2895,1342,1417,2224,537,1918,2590,1658,5,1912,728
KR202-5936,2044,1610,510,2919,2516,3102,1476,1733,1928,3391,824,3814,1849,2,5549,1781
KR202-5937,2513,2931,2449,3195,1098,1972,2727,1600,3019,2499,2805,1405,774,3,1173,603
KR202-5938,2201,1215,2081,2091,1772,2022,2039,2602,3908,2643,2995,1525,1902,2,12092,2089
KR202-5939,1542,850,2516,2066,660,653,705,673,3366,3130,849,3159,743,3,13806,1539
KR202-5940,1615,3493,1668,2063,1041,2536,3391,855,1697,2009,2584,2654,690,2,7558,2054
KR202-5941,1777,1683,2653,2984,2144,2433,3069,3163,2738,1788,2356,1373,1686,5,2480,806
KR202-5942,741,3604,2783,1718,3112,3709,3367,2163,1046,528,1483,2501,1394,2,8206,882
KR202-5943,732,2343,3011,1542,940,2755,1651,1672,3535,628,2817,1117,1790,1,4334,1825
KR202-5944,1033,3110,2397,2530,1020,2689,1177,2227,1043,533,3971,3894,679,1,13778,1662
KR202-5945,3126,3427,2263,1836,1880,744,2625,2447,2552,2938,1416,1126,1318,4,8048,911
KR202-5946,2752,2535,2026,1677,3379,3833,742,1480,3468,3657,1600,637,1834,2,11550,2389
KR202-5947,3580,800,2800,3923,3238,2438,2910,3284,3189,1365,997,1839,805,4,11857,2718
KR202-5948,2579,1954,2875,2181,893,2781,2564,1160,1571,3447,2809,672,620,5,14481,1697
KR202-5949,1133,3919,1420,3195,2485,2352,3079,1960,862,1538,2304,1879,1048,1,1893,974
KR202-5950,1670,2257,3470,1112,2992,3684,3301,3812,3187,506,2370,2783,1247,3,10879,1379
KR202-5951,1148,1863,3057,1160,912,2372,3889,3550,632,2416,2531,2944,1446,2,5280,2193
KR202-5952,1329,2913,3451,2166,2580,2256,2393,3895,2201,1932,2852,3204,1633,5,9129,820
KR202-5953,3578,3118,3033,1465,2915,3365,1370,3955,2204,2014,2553,1304,1874,3,8053,2489
KR202-5954,2363,1117,3507,3767,3628,2655,2338,3945,658,3738,3155,3997,1040,2,13725,3172
KR202-5955,3794,3015,3136,2433,3861,2437,3298,1690,3182,3363,533,1173,687,1,13700,2698
KR202-5956,2067,3170,2904,3521,3652,1075,2355,2747,2667,2017,556,868,1399,3,2010,641
KR202-5957,2752,2783,510,2160,635,1317,2320,3796,1967,3006,3843,3539,568,3,14472,1411
KR202-5958,636,3329,3547,1903,3202,554,1018,3062,1653,2192,1444,3992,855,2,6952,455
KR202-5959,3204,1915,1828,717,739,3399,1460,682,3292,1767,2371,746,1598,3,10385,1244
KR202-5960,994,2645,3320,2345,1313,1270,3590,1418,1570,1214,2883,3999,1493,5,9753,1595
KR202-5961,2298,3343,1437,2773,2565,1570,1056,3538,2084,2094,2869,1419,782,5,14737,510
KR202-5962,1861,934,2610,1068,1058,1167,819,3562,890,859,3565,824,661,1,13843,1035
KR202-5963,2272,3455,3939,1592,2875,1407,1629,3584,2422,3705,3944,3135,1497,4,13009,826
KR202-5964,627,3929,3631,3205,2633,1463,3777,2458,676,3691,849,3930,1230,1,3945,1361
KR202-5965,2653,1906,2228,1912,3821,1408,1934,1509,1794,1432,3652,1719,1854,1,10295,704
KR202-5966,1501,1745,1136,3140,3775,2599,3641,3127,1292,2163,1045,2715,975,1,11254,2156
KR202-5967,829,619,864,515,645,1495,3284,3046,1914,3444,1764,2523,1758,2,10318,1420
KR202-5968,2078,3992,2085,3544,688,2997,2794,3637,1155,1025,1805,1661,1670,3,9361,2179
KR202-5969,825,3596,2484,1240,3653,617,2105,2148,794,1062,1573,3376,1376,5,3501,1548
KR202-5970,3332,1419,3684,2068,2205,2186,632,590,2676,2773,1416,3489,1973,3,5131,1816
KR202-5971,851,814,3539,2975,2595,1832,1915,3192,1981,1056,880,3593,916,4,7580,697
KR202-5972,2380,913,2508,866,1311,3940,2719,830,2393,3138,3979,1048,1432,4,6441,1831
KR202-5973,2827,3131,3619,724,3855,3247,1966,3451,592,3226,3745,1842,597,1,5775,2490
KR202-5974,1576,805,2254,3737,2181,3383,1540,1640,3142,3704,2504,3970,753,1,10478,715
KR202-5975,1845,1438,3846,1832,2827,3885,2446,1308,993,1746,2221,882,631,3,12881,838
KR202-5976,1647,1876,2588,3444,3213,696,3023,688,815,3494,2474,678,1583,1,9136,1584
KR202-5977,1618,2509,1096,3920,3023,1100,1450,3548,3946,1357,2578,1739,874,4,7791,2403
KR202-5978,2190,3456,1462,3595,3171,2072,1558,3739,3784,1127,3813,2303,1239,5,14823,2339
KR202-5979,3237,1048,566,2688,3370,1022,3638,1435,1958,3025,748,2546,1698,3,3957,1477
KR202-5980,2407,2355,1014,865,3543,1412,2026,3304,2828,2366,3573,2894,2000,4,14643,1108
KR202-5981,2086,2687,2312,3294,524,3459,2545,3346,976,2112,1080,3628,1345,1,8235,1005
KR202-5982,1259,2848,3354,1662,3718,800,2268,819,3776,2358,632,2820,1286,4,10304,2005
KR202-5983,3161,2174,2873,1806,3742,780,2410,1989,3886,824,1192,2248,1976,2,3427,853
KR202-5984,953,3164,573,2309,2577,1476,1112,999,2867,1071,1838,2386,823,5,4350,1497
KR202-5985,2640,3832,3493,1456,1426,3366,1857,1057,3497,987,2424,2607,1130,5,1853,621
KR202-5986,1847,1466,2566,1297,1571,3092,2347,932,3582,746,3666,2369,1402,4,11493,2133
KR202-5987,2519,2706,2252,530,3440,3950,664,655,661,3741,1408,1224,741,5,9446,1818
